Key,Sync,FromNetwork,ToNetwork,Size,Get Duration(ms),Put Duration(ms),Get
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_2B365C2E4A7A95BB6DE516826F2A9A86,true,false,false,65638,0.000000,0.028502,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A675AED55899CA88F77AEE82E0080F40,true,false,false,65638,0.000000,0.032701,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EEC098DF464678AD7DE492A6B684D4B4,true,false,false,65638,0.000000,0.031698,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_98CD900584AC666CA1BB8D9DC879BD5D,true,false,false,65638,0.000000,0.027701,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_B9C6F49245D566D1B6D51BBBAAA8168D,true,false,false,65638,0.000000,0.028800,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A6909C5351C4197F70C4F889218FDA6D,true,false,false,65638,0.000000,0.029203,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_46FE5FF94DB60FCB61082EBFEA7C9656,true,false,false,65638,0.000000,0.029501,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_3E2700D145A287C2E61C9C3803CA260F,true,false,false,65638,0.000000,0.028100,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_582187734B17F60EEF83A0B8A2BAB4E5,true,false,false,65638,0.000000,0.030201,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5E29B7CDE7A2F09E4B3A3ABE7AFED592,true,false,false,65638,0.000000,0.036500,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_0589B55E46D68708DB8956B991B1E387,true,false,false,65638,0.000000,0.037298,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_08FEC6A3DBBC1AE19A2CF1C87A20BE64,true,false,false,65638,0.000000,0.031598,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_6EE854FE438636C6246888B99DC7CDDA,true,false,false,65638,0.000000,0.033200,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_6D598557B146211003496BD30F27F17F,true,false,false,65638,0.000000,0.030398,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_41C17F4C4FA12345864E2E92527643F7,true,false,false,65638,0.000000,0.029899,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_149377374FB06F5CE13D6FD59D30CECB,true,false,false,65638,0.000000,0.029199,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_13B6CA85404EFF22E9694D9EC404E77C,true,false,false,65638,0.000000,0.036299,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_C193A02521AFA6FFCA7034142277B033,true,false,false,65638,0.000000,0.028200,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_99899BF041ECDF26E0B7C9826FAE9CDA,true,false,false,65638,0.000000,0.027802,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8A732F04B8EE5A067230924BC6BEC59B,true,false,false,65638,0.000000,0.029497,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_CA0CAE334BFE47482F4B40A94315D753,true,false,false,65638,0.000000,0.030600,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_957881A6A07144763A2C419CA88D1074,true,false,false,65638,0.000000,0.029497,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9D571E504F5EB9144E96DA8093A93A9B,true,false,false,65638,0.000000,0.027601,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_E8652E2EA52E24EEB533E58677F63D1B,true,false,false,65638,0.000000,0.069700,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_E88FEDAE4AEE107CEE39F8B19EF8413D,true,false,false,65638,0.000000,0.047799,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7E1540AAFD0872C3BFF229EC87782906,true,false,false,65638,0.000000,0.078198,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A235C5D440D6A8C30140F6B70FC2B951,true,false,false,65638,0.000000,0.050798,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_FA4866D74A7E17BB906A3A280EE98BBF,true,false,false,65638,0.000000,0.022501,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_50EC550D4111C7622D6B90B1CC384AAE,true,false,false,65638,0.000000,0.085600,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9DD2B78B47327D57FC7EFD11AF5423F2,true,false,false,65638,0.000000,0.050999,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_53DBBBB44333FC7A3ED8B2B263F0D4A7,true,false,false,65638,0.000000,0.076797,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4A15C3763C10C322F59F900091C2E099,true,false,false,65638,0.000000,0.074502,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9396796B44E97B309A30CF8DE1251C54,true,false,false,65638,0.000000,0.074700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9C867EEB68A06CA9092962B311B61345,true,false,false,65638,0.000000,0.089101,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EB79A1B64A8A5BD420094EB3B2E59D0A,true,false,false,65638,0.000000,0.077099,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7E7884E49057D1F6BC0E85BEFE91CD09,true,false,false,65638,0.000000,0.072803,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_BF67C23D4F42202011DC059D3893C457,true,false,false,65638,0.000000,0.076398,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_ACE160BFA28CCBE688B875616610FB2F,true,false,false,65638,0.000000,0.078801,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4C9DA440410D920FC9CD6999E72F66C0,true,false,false,65638,0.000000,0.051700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_E03AEB0F70BAC894520FC1DA82650D87,true,false,false,65638,0.000000,0.053298,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_74D3190F4989C9E2D578199B4A7140CA,true,false,false,65638,0.000000,0.021700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_66281695958BD657CDAB65F6C7BB5BB4,true,false,false,65638,0.000000,0.074301,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_FD24E5C3443001BD3F5BC3A9B07259DE,true,false,false,65638,0.000000,0.075400,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_25583D519BB2BCBFFE8DDABA9E89093F,true,false,false,65638,0.000000,0.024498,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_03FAEA284FA2579934448EAD63DAD624,true,false,false,65638,0.000000,0.079799,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_DEA7FA5B020701002EDC223986CC31BA,true,false,false,65638,0.000000,0.077900,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_40F4D4624DD555AA7AF760ABA7B18D7F,true,false,false,65638,0.000000,0.078700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_BC9138D652AFC0E29A0BC8F51315A117,true,false,false,65638,0.000000,0.078399,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_1CE014444AB593EEF16CB2A3DBD1C0FA,true,false,false,65638,0.000000,0.077099,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_94EFEA6B896F17C97F30253E140EDDB9,true,false,false,65638,0.000000,0.074796,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_12CC92E74892C2CF7D9758B68BCED034,true,false,false,65638,0.000000,0.074398,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_49F8FE53108CFEA72D3323C5A35C8C25,true,false,false,65638,0.000000,0.048202,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_DCE7E2BD48C653AB930EC58C6F31C14A,true,false,false,65638,0.000000,0.053100,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_2D359FB5574ACECF5E1C99D2C743B32F,true,false,false,65638,0.000000,0.048898,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_F62AD8774D78AD3EB2AE6CBD20FC2D33,true,false,false,65638,0.000000,0.053801,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_3BCDCA150D8DDF26E449B92E0B96283B,true,false,false,65638,0.000000,0.075601,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_F8467C5A463A39523A5CD5B699CC57D0,true,false,false,65638,0.000000,0.077400,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8E04B0BA9CEFBD9DD4A59C9BCBBA0B55,true,false,false,65638,0.000000,0.077602,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8E0530EF453164D3907B4EB45F269A45,true,false,false,65638,0.000000,0.050101,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_D4DF8BC626F7960EA88131ED22E50939,true,false,false,65638,0.000000,0.095699,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4F7D87DA466CB483511D55A76DB0D0DA,true,false,false,65638,0.000000,0.064302,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9A01EFBD954791EE4BE5A75DBFCC712F,true,false,false,65638,0.000000,0.076503,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_379F1779461C9056D991CAB84EDBAE5E,true,false,false,65638,0.000000,0.078198,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_3BCD0357B9D2EAB3A84AE8079D09245C,true,false,false,65638,0.000000,0.075199,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_92214C4848BA971072D6868655460344,true,false,false,65638,0.000000,0.053499,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_CBBEC2CE7F758FCD322BDD0FE85CE7C7,true,false,false,65638,0.000000,0.038099,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8472782348CFB07A9CD232AC410BEB37,true,false,false,65638,0.000000,0.077501,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4D27EA3F828E17E4A22CDDA5AE005879,true,false,false,65638,0.000000,0.049300,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_0DBB1757477CDB8998C89FB9A3C71326,true,false,false,65638,0.000000,0.075102,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_D21E1DC8FCB12C3F52C7189A99563655,true,false,false,65638,0.000000,0.078000,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_0AB225A34AF442615B7DB2B3CA65DC03,true,false,false,65638,0.000000,0.136200,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_09F199C39F53DE4FF5F27EA54B6845AB,true,false,false,65638,0.000000,0.086799,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_882205234DE899F8279D989B59545812,true,false,false,65638,0.000000,0.213999,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_AB1F0241BA4B6CC3756859F2EFCECA42,true,false,false,65638,0.000000,0.049800,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_C95E4D754A68E1C98933189854831A9C,true,false,false,65638,0.000000,0.029299,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_FB598703F45130203DE5CD40F372FE6C,true,false,false,65638,0.000000,0.051402,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_BD38ED2544B2C57C1A909FA81421E095,true,false,false,65638,0.000000,0.075500,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7ECA45B0022AFBDCDFAEA08B79D47F29,true,false,false,65638,0.000000,0.078801,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_AC56D5F44686E23989653DA9075082B3,true,false,false,65638,0.000000,0.047900,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_02168F564DF7C5E596B9BC3925F1F853,true,false,false,65638,0.000000,0.077300,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A8125D714A976C5D29D0C1AB3244C1FD,true,false,false,65638,0.000000,0.048302,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4B44C774CD42B3C752E0865DEC567709,true,false,false,65638,0.000000,0.082698,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_F637090B488C301CBA4529892858B7E6,true,false,false,65638,0.000000,0.082001,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_0658C43034F020DC18CDF197D707C35F,true,false,false,65638,0.000000,0.077497,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_85694B3141960DBB29713A851FAD961F,true,false,false,65638,0.000000,0.080001,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8F819680B4F4A6EC05EC6F42B737D247,true,false,false,65638,0.000000,0.074700,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_E9A6AA1543AED530AA334BA4D8F99DFE,true,false,false,65638,0.000000,0.073802,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_B80212C9CD822DB7A13F30C405FC4540,true,false,false,65638,0.000000,0.049599,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A3BD1F884C52E5098DAC5193B5E3109C,true,false,false,65638,0.000000,0.025198,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_1CBA70D0346648CE185C995EFEAF8A5D,true,false,false,65638,0.000000,0.076499,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_0E3E1332482A194AB31144834CBFA0CA,true,false,false,65638,0.000000,0.049502,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_793564008F014BE2D095170242BEC54B,true,false,false,65638,0.000000,0.048798,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7E91F18C484617E63B9BC7824C5AD425,true,false,false,65638,0.000000,0.050802,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_D469E9FBC2D547C9F2039BEF4F1E94FB,true,false,false,65638,0.000000,0.077300,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_56C675BE4A15A33D004D7D885186F5F1,true,false,false,65638,0.000000,0.078000,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EA4F4D3598C4ECB4D4BC121294C8ECE5,true,false,false,65638,0.000000,0.077501,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4DE2E84E476EE64CD124FCA6CE919026,true,false,false,65638,0.000000,0.076700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_ADA1BDC83AF3A5AB89982DB237C5D701,true,false,false,65638,0.000000,0.092499,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5282163540A414415BAF2D9ED38A58E1,true,false,false,65638,0.000000,0.075702,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_76B368A174AAE57723D7D5EF94F4B112,true,false,false,65638,0.000000,0.077497,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_861E55B546B8C9CBF8613FB9EABBC788,true,false,false,65638,0.000000,0.077602,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_100AE2DE2200314FEE62DAFC07B8D070,true,false,false,65638,0.000000,0.074800,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_225AB1C444A944D53F3479BF7FDED07C,true,false,false,65638,0.000000,0.074800,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_AAEA645E4663B57BA118CA58C5F12726,true,false,false,65638,0.000000,0.053100,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7913BAD4419F40D5574A79AEF68AD026,true,false,false,65638,0.000000,0.029400,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_07B683978A2D1B50EB692C149EB581C4,true,false,false,65638,0.000000,0.020701,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9C62D6134067E30536FA0A9231DC758C,true,false,false,65638,0.000000,0.068501,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_C4B40E9BF2E1CFE9E253BBEF13DFDE5C,true,false,false,65638,0.000000,0.078898,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_07EE80204D21DC76F61041A45DF7E0B8,true,false,false,65638,0.000000,0.077799,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5358A0549AE11C0840780044F0AC07D5,true,false,false,65638,0.000000,0.090800,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_74D93ED642E71A4242546788321471DE,true,false,false,65638,0.000000,0.094898,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_69B05EB6918CD9B73E8F03330797C75B,true,false,false,65638,0.000000,0.085801,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4BC4D4D84B8C8E5937A9E8A97E41D470,true,false,false,65638,0.000000,0.077602,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_50D8D2CB56424B8875EE49DEDB7524A9,true,false,false,65638,0.000000,0.081100,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_32C6B694417DCB4D43DEEFB041FF2AF2,true,false,false,65638,0.000000,0.094697,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7442701CE4B79978E48DC58F57497A24,true,false,false,65638,0.000000,0.048999,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_FAA6578D476DCFA687AD9684734A4125,true,false,false,65638,0.000000,0.050001,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9F526D53DC41A4836D84E06E445444F0,true,false,false,65638,0.000000,0.062000,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5AC2914E40D7016AC97C9DB23564EAC0,true,false,false,65638,0.000000,0.048697,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EC1FE1A486764649C3B89FD7A08C7068,true,false,false,65638,0.000000,0.052501,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_1F255B4E450B1C8606356B92EB079ACA,true,false,false,65638,0.000000,0.051301,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_2721799933E38F38E9FBACB755AD6A5D,true,false,false,65638,0.000000,0.088099,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_F2D5F556426F06DD4326789C4DE5860F,true,false,false,65638,0.000000,0.076503,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_B6FC20CB2CED2C36C70EDA1FFE34CFD4,true,false,false,65638,0.000000,0.093300,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_7A9E9BA94BDFF04C3F670B88E9A59DB7,true,false,false,65638,0.000000,0.079501,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EFF20A9F29DAF6C4098E748CC7776620,true,false,false,65638,0.000000,0.089802,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_04E50EB14B82AE72CC1D158CE4D41BCE,true,false,false,65638,0.000000,0.091597,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_C7ACFAE4871D0C1AE88A97F12DCBBE33,true,false,false,65638,0.000000,0.056800,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9786611E4AA1A5E22E6EEEA230FF8CD8,true,false,false,65638,0.000000,0.060301,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_50A20E92854888083F3B372BC0F0579E,true,false,false,65638,0.000000,0.055000,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_354FEA3B45067F5BAF80908F1F69CF4B,true,false,false,65638,0.000000,0.063300,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_1E71A3D8E0A0026A38EFFA219A30EDE1,true,false,false,65638,0.000000,0.092100,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A4E452C44307C00771D22BB049C80593,true,false,false,65638,0.000000,0.089601,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_4DD2DABC5A23643F2E4AED8C69C818AB,true,false,false,65638,0.000000,0.099599,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9F1808524EC896F42DAAA6808BA22992,true,false,false,65638,0.000000,0.089999,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_02D38DA2FB7A77077FD6FECC6CA23934,true,false,false,65638,0.000000,0.060301,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8ED1939548B4CF51FC94F9B478F78C44,true,false,false,65638,0.000000,0.056598,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_D610F78AB900DACA569702C1AF25676C,true,false,false,65638,0.000000,0.093400,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9C3895C8423ADF75CC10F8AABCBCE212,true,false,false,65638,0.000000,0.058498,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_A971BCD0A0AFCBE715454657A2709517,true,false,false,65638,0.000000,0.068698,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_AB160B544C5222C5B725BC835AD45B44,true,false,false,65638,0.000000,0.054903,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5E1FF239336DE1C7CEEA1B6807D6DDF6,true,false,false,65638,0.000000,0.058997,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9FAD7AC748EB4B94F04EC3B93C52F92C,true,false,false,65638,0.000000,0.088502,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_32F28870579B77F0931DE7C41D20C287,true,false,false,65638,0.000000,0.093199,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_29CB532149E3934E878321B0FA401821,true,false,false,65638,0.000000,0.080902,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_9EDB71A869AACE0C3CD20BF9E0871052,true,false,false,65638,0.000000,0.085004,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_1466C7ED4F46829A6BEA85A50C383F32,true,false,false,65638,0.000000,0.089899,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_FF36CB6C5AAF8AB6F181F68A6A71DFCD,true,false,false,65638,0.000000,0.079598,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_2F5ED0334390A7619B79C98F33D0D818,true,false,false,65638,0.000000,0.046898,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_6C6B9F1A94028D7370D4E9B41AF7FB77,true,false,false,65638,0.000000,0.048999,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_97E5786D49D35CE3C63504BAD236AECB,true,false,false,65638,0.000000,0.045002,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EE46B44050A57050C44B9EEEC258B75C,true,false,false,65638,0.000000,0.017099,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_8D4A956A4D45C6A6D27CA08872755D6B,true,false,false,65638,0.000000,0.090700,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_3D2F23E93FCB4536F79F7CE0730E3C00,true,false,false,65638,0.000000,0.051700,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_440605BB4C8117F583583BB810BEA283,true,false,false,65638,0.000000,0.080101,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5B1BF56AAC296A8F0FFFCCDB9A496C7A,true,false,false,65638,0.000000,0.074200,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_345503D54A552339A92C8EAACD1F294E,true,false,false,65638,0.000000,0.075199,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_BB0CE78D1A7A95E539483A9BEBD7E955,true,false,false,65638,0.000000,0.089198,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_79BBDDB6492B788A4C276FAF49C6F378,true,false,false,65638,0.000000,0.080001,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_90F6D64025E43088DB7D65D4A76A7534,true,false,false,65638,0.000000,0.074700,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_03FD92D9483155E7085912938315104F,true,false,false,65638,0.000000,0.081200,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_CC1FD93546ACFE138BB5CB1CADB049A0,true,false,false,65638,0.000000,0.072099,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_C4D9AAF04AA718E33B9FB3B6ED0C906E,true,false,false,65638,0.000000,0.069603,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_5869D9E8F725225F0926097C707AA2D8,true,false,false,65638,0.000000,0.044201,0
PhysXPC_VIS_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_591A01C0462DF82CE3FBECBDBD339E7D,true,false,false,65638,0.000000,0.050098,0
PhysXPC_FULL_5DF9E1AAB7CC4DCCB2965BA1A78DFE8_EC1123FCC45870626DB8C2F59F53C811,true,false,false,65638,0.000000,0.022702,0
